LocationID,SystemID,LocationName,BillingCode,ServiceDescription,RevenueCode,GrossCharge,DeidentifiedMinimumCharge,DeidentifiedMaximumCharge,DiscountedCashPrice,AETNA509,AETNAAPCNSP729,AETNABP760,AETNAILPREFERRED139,BCBSBLUECHOICEOPTIONS727,BCBSBLUECHOICEPREFERRED479,BCBSPARINDEMNITYADP505,BCBSPPO424,CIGNAALTERNATIVE668,CIGNABROAD667,CIGNAPLUSNM682,HUMANAHMO299,HUMANAPPO145,UHCCORE346,UHCHMOPPO535,ChargeCode
6,1,Advocate GOOD SHEPHERD,J2265,MINOCYCLINE HCL 100 MG IV SOLR,250,119.98,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J2265,MINOCYCLINE HCL 100 MG IV SOLR,250,119.98,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J2265,MINOCYCLINE HCL 100 MG IV SOLR,250,119.98,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J2265,MINOCYCLINE HCL 100 MG IV SOLR,250,119.98,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J2265,MINOCYCLINE HCL 100 MG IV SOLR,250,119.98,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,,MINOR PROCEDURE,360,1720,,,,,,,,,,,,,,,,,,,13001457
8,1,Advocate LUTHERAN GENERAL,,MINOR PROCEDURE,360,1270,,,,,,,,,,,,,,,,,,,13001457
4,1,Advocate GOOD SAMARITAN,90999,MISC DIALYSIS PROCEDURE,821,9130,,,,,,,,,,,,,,,,,,,10005459
13,1,Advocate ILLINOIS MASONIC,78299,MISC GI PROCEDURE DX NUC MED,341,2800,,,,,,,,,,,,,,,,,,,10005941
1,1,Advocate CHRIST MEDICAL CENTER,84702,MISC LAB,301,170,,,,,,,,,,,,,,,,,,,10001157
1,1,Advocate CHRIST MEDICAL CENTER,84702,MISC LAB,301,170,,,,,,,,,,,,,,,,,,,10001158
3,1,Advocate CONDELL,84702,MISC LAB,301,245,,,,,,,,,,,,,,,,,,,10001157
3,1,Advocate CONDELL,84702,MISC LAB,301,245,,,,,,,,,,,,,,,,,,,10001158
4,1,Advocate GOOD SAMARITAN,84702,MISC LAB,301,195,,,,,,,,,,,,,,,,,,,10001157
4,1,Advocate GOOD SAMARITAN,84702,MISC LAB,301,195,,,,,,,,,,,,,,,,,,,10001158
6,1,Advocate GOOD SHEPHERD,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001157
6,1,Advocate GOOD SHEPHERD,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001158
13,1,Advocate ILLINOIS MASONIC,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001157
13,1,Advocate ILLINOIS MASONIC,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001158
13,1,Advocate ILLINOIS MASONIC,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10006011
8,1,Advocate LUTHERAN GENERAL,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001157
8,1,Advocate LUTHERAN GENERAL,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001158
8,1,Advocate LUTHERAN GENERAL,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10006011
9,1,Advocate SHERMAN,84702,MISC LAB,301,330,,,,,,,,,,,,,,,,,,,10001157
9,1,Advocate SHERMAN,84702,MISC LAB,301,100,,,,,,,,,,,,,,,,,,,10001158
10,1,Advocate SOUTH SUBURBAN,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001157
10,1,Advocate SOUTH SUBURBAN,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001158
10,1,Advocate SOUTH SUBURBAN,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10006011
11,1,Advocate TRINITY,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001157
11,1,Advocate TRINITY,84702,MISC LAB,301,190,,,,,,,,,,,,,,,,,,,10001158
1,1,Advocate CHRIST MEDICAL CENTER,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001335
1,1,Advocate CHRIST MEDICAL CENTER,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001336
1,1,Advocate CHRIST MEDICAL CENTER,86803,MISC LAB,302,180,,,,,,,,,,,,,,,,,,,10001467
1,1,Advocate CHRIST MEDICAL CENTER,86701,MISC LAB,302,100,,,,,,,,,,,,,,,,,,,10005045
1,1,Advocate CHRIST MEDICAL CENTER,86702,MISC LAB,302,150,,,,,,,,,,,,,,,,,,,10005046
3,1,Advocate CONDELL,86592,MISC LAB,302,90,,,,,,,,,,,,,,,,,,,10001335
3,1,Advocate CONDELL,86592,MISC LAB,302,90,,,,,,,,,,,,,,,,,,,10001336
3,1,Advocate CONDELL,86803,MISC LAB,302,255,,,,,,,,,,,,,,,,,,,10001467
3,1,Advocate CONDELL,86701,MISC LAB,302,175,,,,,,,,,,,,,,,,,,,10005045
3,1,Advocate CONDELL,86702,MISC LAB,302,240,,,,,,,,,,,,,,,,,,,10005046
4,1,Advocate GOOD SAMARITAN,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001335
4,1,Advocate GOOD SAMARITAN,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001336
4,1,Advocate GOOD SAMARITAN,86803,MISC LAB,302,165,,,,,,,,,,,,,,,,,,,10001467
4,1,Advocate GOOD SAMARITAN,86701,MISC LAB,302,95,,,,,,,,,,,,,,,,,,,10005045
4,1,Advocate GOOD SAMARITAN,86702,MISC LAB,302,145,,,,,,,,,,,,,,,,,,,10005046
6,1,Advocate GOOD SHEPHERD,86592,MISC LAB,302,65,,,,,,,,,,,,,,,,,,,10001335
6,1,Advocate GOOD SHEPHERD,86592,MISC LAB,302,65,,,,,,,,,,,,,,,,,,,10001336
6,1,Advocate GOOD SHEPHERD,86803,MISC LAB,302,145,,,,,,,,,,,,,,,,,,,10001467
6,1,Advocate GOOD SHEPHERD,86701,MISC LAB,302,90,,,,,,,,,,,,,,,,,,,10005045
6,1,Advocate GOOD SHEPHERD,86702,MISC LAB,302,135,,,,,,,,,,,,,,,,,,,10005046
13,1,Advocate ILLINOIS MASONIC,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001335
13,1,Advocate ILLINOIS MASONIC,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001336
13,1,Advocate ILLINOIS MASONIC,86803,MISC LAB,302,185,,,,,,,,,,,,,,,,,,,10001467
13,1,Advocate ILLINOIS MASONIC,86701,MISC LAB,302,90,,,,,,,,,,,,,,,,,,,10005045
13,1,Advocate ILLINOIS MASONIC,86702,MISC LAB,302,135,,,,,,,,,,,,,,,,,,,10005046
8,1,Advocate LUTHERAN GENERAL,86592,MISC LAB,302,70,,,,,,,,,,,,,,,,,,,10001335
8,1,Advocate LUTHERAN GENERAL,86592,MISC LAB,302,95,,,,,,,,,,,,,,,,,,,10001336
8,1,Advocate LUTHERAN GENERAL,86803,MISC LAB,302,145,,,,,,,,,,,,,,,,,,,10001467
8,1,Advocate LUTHERAN GENERAL,86701,MISC LAB,302,90,,,,,,,,,,,,,,,,,,,10005045
8,1,Advocate LUTHERAN GENERAL,86702,MISC LAB,302,135,,,,,,,,,,,,,,,,,,,10005046
9,1,Advocate SHERMAN,86592,MISC LAB,302,105,,,,,,,,,,,,,,,,,,,10001335
9,1,Advocate SHERMAN,86592,MISC LAB,302,80,,,,,,,,,,,,,,,,,,,10001336
9,1,Advocate SHERMAN,86803,MISC LAB,302,150,,,,,,,,,,,,,,,,,,,10001467
9,1,Advocate SHERMAN,86701,MISC LAB,302,190,,,,,,,,,,,,,,,,,,,10005045
9,1,Advocate SHERMAN,86702,MISC LAB,302,35,,,,,,,,,,,,,,,,,,,10005046
10,1,Advocate SOUTH SUBURBAN,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001335
10,1,Advocate SOUTH SUBURBAN,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001336
10,1,Advocate SOUTH SUBURBAN,86803,MISC LAB,302,155,,,,,,,,,,,,,,,,,,,10001467
10,1,Advocate SOUTH SUBURBAN,86701,MISC LAB,302,110,,,,,,,,,,,,,,,,,,,10005045
10,1,Advocate SOUTH SUBURBAN,86702,MISC LAB,302,170,,,,,,,,,,,,,,,,,,,10005046
11,1,Advocate TRINITY,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001335
11,1,Advocate TRINITY,86592,MISC LAB,302,45,,,,,,,,,,,,,,,,,,,10001336
11,1,Advocate TRINITY,86803,MISC LAB,302,155,,,,,,,,,,,,,,,,,,,10001467
11,1,Advocate TRINITY,86701,MISC LAB,302,110,,,,,,,,,,,,,,,,,,,10005045
11,1,Advocate TRINITY,86702,MISC LAB,302,170,,,,,,,,,,,,,,,,,,,10005046
1,1,Advocate CHRIST MEDICAL CENTER,87491,MISC LAB,306,360,,,,,,,,,,,,,,,,,,,10001642
1,1,Advocate CHRIST MEDICAL CENTER,87529,MISC LAB,306,395,,,,,,,,,,,,,,,,,,,10001652
1,1,Advocate CHRIST MEDICAL CENTER,87591,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001664
1,1,Advocate CHRIST MEDICAL CENTER,87389,MISC LAB,306,145,,,,,,,,,,,,,,,,,,,10005044
1,1,Advocate CHRIST MEDICAL CENTER,87660,MISC LAB,306,185,,,,,,,,,,,,,,,,,,,10005764
3,1,Advocate CONDELL,87491,MISC LAB,306,360,,,,,,,,,,,,,,,,,,,10001642
3,1,Advocate CONDELL,87529,MISC LAB,306,415,,,,,,,,,,,,,,,,,,,10001652
3,1,Advocate CONDELL,87591,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001664
3,1,Advocate CONDELL,87389,MISC LAB,306,275,,,,,,,,,,,,,,,,,,,10005044
3,1,Advocate CONDELL,87660,MISC LAB,306,170,,,,,,,,,,,,,,,,,,,10005764
4,1,Advocate GOOD SAMARITAN,87491,MISC LAB,306,360,,,,,,,,,,,,,,,,,,,10001642
4,1,Advocate GOOD SAMARITAN,87529,MISC LAB,306,415,,,,,,,,,,,,,,,,,,,10001652
4,1,Advocate GOOD SAMARITAN,87591,MISC LAB,306,415,,,,,,,,,,,,,,,,,,,10001664
4,1,Advocate GOOD SAMARITAN,87389,MISC LAB,306,115,,,,,,,,,,,,,,,,,,,10005044
4,1,Advocate GOOD SAMARITAN,87660,MISC LAB,306,215,,,,,,,,,,,,,,,,,,,10005764
6,1,Advocate GOOD SHEPHERD,87491,MISC LAB,306,360,,,,,,,,,,,,,,,,,,,10001642
6,1,Advocate GOOD SHEPHERD,87529,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001652
6,1,Advocate GOOD SHEPHERD,87591,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001664
6,1,Advocate GOOD SHEPHERD,87389,MISC LAB,306,250,,,,,,,,,,,,,,,,,,,10005044
6,1,Advocate GOOD SHEPHERD,87660,MISC LAB,306,170,,,,,,,,,,,,,,,,,,,10005764
13,1,Advocate ILLINOIS MASONIC,87491,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001642
13,1,Advocate ILLINOIS MASONIC,87529,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001652
13,1,Advocate ILLINOIS MASONIC,87591,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001664
13,1,Advocate ILLINOIS MASONIC,87389,MISC LAB,306,295,,,,,,,,,,,,,,,,,,,10005044
13,1,Advocate ILLINOIS MASONIC,87660,MISC LAB,306,205,,,,,,,,,,,,,,,,,,,10005764
8,1,Advocate LUTHERAN GENERAL,87491,MISC LAB,306,360,,,,,,,,,,,,,,,,,,,10001642
8,1,Advocate LUTHERAN GENERAL,87529,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001652
8,1,Advocate LUTHERAN GENERAL,87591,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001664
8,1,Advocate LUTHERAN GENERAL,87389,MISC LAB,306,245,,,,,,,,,,,,,,,,,,,10005044
8,1,Advocate LUTHERAN GENERAL,87660,MISC LAB,306,170,,,,,,,,,,,,,,,,,,,10005764
9,1,Advocate SHERMAN,87491,MISC LAB,306,220,,,,,,,,,,,,,,,,,,,10001642
9,1,Advocate SHERMAN,87529,MISC LAB,306,245,,,,,,,,,,,,,,,,,,,10001652
9,1,Advocate SHERMAN,87591,MISC LAB,306,220,,,,,,,,,,,,,,,,,,,10001664
9,1,Advocate SHERMAN,87389,MISC LAB,306,205,,,,,,,,,,,,,,,,,,,10005044
9,1,Advocate SHERMAN,87660,MISC LAB,306,45,,,,,,,,,,,,,,,,,,,10005764
10,1,Advocate SOUTH SUBURBAN,87491,MISC LAB,306,360,,,,,,,,,,,,,,,,,,,10001642
10,1,Advocate SOUTH SUBURBAN,87529,MISC LAB,306,430,,,,,,,,,,,,,,,,,,,10001652
10,1,Advocate SOUTH SUBURBAN,87591,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001664
10,1,Advocate SOUTH SUBURBAN,87389,MISC LAB,306,200,,,,,,,,,,,,,,,,,,,10005044
10,1,Advocate SOUTH SUBURBAN,87660,MISC LAB,306,135,,,,,,,,,,,,,,,,,,,10005764
11,1,Advocate TRINITY,87491,MISC LAB,306,360,,,,,,,,,,,,,,,,,,,10001642
11,1,Advocate TRINITY,87529,MISC LAB,306,430,,,,,,,,,,,,,,,,,,,10001652
11,1,Advocate TRINITY,87591,MISC LAB,306,355,,,,,,,,,,,,,,,,,,,10001664
11,1,Advocate TRINITY,87389,MISC LAB,306,200,,,,,,,,,,,,,,,,,,,10005044
11,1,Advocate TRINITY,87660,MISC LAB,306,135,,,,,,,,,,,,,,,,,,,10005764
1,1,Advocate CHRIST MEDICAL CENTER,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
1,1,Advocate CHRIST MEDICAL CENTER,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
3,1,Advocate CONDELL,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
3,1,Advocate CONDELL,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
4,1,Advocate GOOD SAMARITAN,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
4,1,Advocate GOOD SAMARITAN,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
6,1,Advocate GOOD SHEPHERD,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
6,1,Advocate GOOD SHEPHERD,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
13,1,Advocate ILLINOIS MASONIC,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
13,1,Advocate ILLINOIS MASONIC,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
8,1,Advocate LUTHERAN GENERAL,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
8,1,Advocate LUTHERAN GENERAL,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
9,1,Advocate SHERMAN,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
9,1,Advocate SHERMAN,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
10,1,Advocate SOUTH SUBURBAN,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
10,1,Advocate SOUTH SUBURBAN,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
11,1,Advocate TRINITY,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000753
11,1,Advocate TRINITY,81025,MISC LAB,307,105,,,,,,,,,,,,,,,,,,,10000754
8,1,Advocate LUTHERAN GENERAL,,MISC ORTHOTIC OR PROSTHETIC,274,40,,,,,,,,,,,,,,,,,,,10003343
1,1,Advocate CHRIST MEDICAL CENTER,64999,MISC PROCEDURE ANESTHESIA,360,1060,,,,,,,,,,,,,,,,,,,10004679
6,1,Advocate GOOD SHEPHERD,64999,MISC PROCEDURE ANESTHESIA,360,755,,,,,,,,,,,,,,,,,,,10004679
13,1,Advocate ILLINOIS MASONIC,64999,MISC PROCEDURE ANESTHESIA,360,2050,,,,,,,,,,,,,,,,,,,10004679
8,1,Advocate LUTHERAN GENERAL,64999,MISC PROCEDURE ANESTHESIA,360,835,,,,,,,,,,,,,,,,,,,10004679
10,1,Advocate SOUTH SUBURBAN,64999,MISC PROCEDURE ANESTHESIA,360,835,,,,,,,,,,,,,,,,,,,10004679
1,1,Advocate CHRIST MEDICAL CENTER,93799,MISC PROCEDURE CARDIOVASCULAR,481,440,,,,,,,,,,,,,,,,,,,10001973
3,1,Advocate CONDELL,93799,MISC PROCEDURE CARDIOVASCULAR,481,590,,,,,,,,,,,,,,,,,,,10001973
6,1,Advocate GOOD SHEPHERD,93799,MISC PROCEDURE CARDIOVASCULAR,481,590,,,,,,,,,,,,,,,,,,,10001973
13,1,Advocate ILLINOIS MASONIC,93799,MISC PROCEDURE CARDIOVASCULAR,481,390,,,,,,,,,,,,,,,,,,,10001973
8,1,Advocate LUTHERAN GENERAL,93799,MISC PROCEDURE CARDIOVASCULAR,481,375,,,,,,,,,,,,,,,,,,,10001973
9,1,Advocate SHERMAN,93799,MISC PROCEDURE CARDIOVASCULAR,481,2110,,,,,,,,,,,,,,,,,,,10001973
10,1,Advocate SOUTH SUBURBAN,93799,MISC PROCEDURE CARDIOVASCULAR,481,770,,,,,,,,,,,,,,,,,,,10001973
4,1,Advocate GOOD SAMARITAN,22899,MISC PROCEDURE SPINE,360,5160,,,,,,,,,,,,,,,,,,,10003733
13,1,Advocate ILLINOIS MASONIC,22899,MISC PROCEDURE SPINE,360,525,,,,,,,,,,,,,,,,,,,10003733
3,1,Advocate CONDELL,37799,MISC PROCEDURE VASCULAR SURGERY,360,1920,,,,,,,,,,,,,,,,,,,10005536
4,1,Advocate GOOD SAMARITAN,37799,MISC PROCEDURE VASCULAR SURGERY,360,8780,,,,,,,,,,,,,,,,,,,10005536
6,1,Advocate GOOD SHEPHERD,37799,MISC PROCEDURE VASCULAR SURGERY,360,2230,,,,,,,,,,,,,,,,,,,10005536
8,1,Advocate LUTHERAN GENERAL,37799,MISC PROCEDURE VASCULAR SURGERY,360,2250,,,,,,,,,,,,,,,,,,,10005536
9,1,Advocate SHERMAN,37799,MISC PROCEDURE VASCULAR SURGERY,360,2240,,,,,,,,,,,,,,,,,,,10005536
10,1,Advocate SOUTH SUBURBAN,37799,MISC PROCEDURE VASCULAR SURGERY,360,315,,,,,,,,,,,,,,,,,,,10005536
13,1,Advocate ILLINOIS MASONIC,42699,MISC SALIVARY GLAND PROC,360,2040,,,,,,,,,,,,,,,,,,,13003611
1,1,Advocate CHRIST MEDICAL CENTER,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J9280,MITOMYCIN 0.2 MG/ML SYRINGE,250,407.97,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J9280,MITOMYCIN 0.3 MG/ML SYRINGE,250,399.72,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J9280,MITOMYCIN 0.4 MG/ML SYRINGE,250,405.28,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J9280,MITOMYCIN 0.5 MG/ML IV SOLN,250,520.43,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J9280,MITOMYCIN 0.5 MG/ML IV SOLN (SPLIT X 2),250,664.56,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J9280,MITOMYCIN 0.5 MG/ML SYRINGE,250,407.85,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J9280,MITOMYCIN 20 MG IV SOLR,250,593.73,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J9280,MITOMYCIN 20 MG IV SOLR,250,593.73,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J9280,MITOMYCIN 20 MG IV SOLR,250,593.73,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J9280,MITOMYCIN 20 MG IV SOLR,250,593.73,,,,,,,,,,,,,,,,,,,10002800
