LocationID,SystemID,LocationName,BillingCode,ServiceDescription,GrossCharge,DeidentifiedMaximumCharge,DeidentifiedMinimumCharge,DerivedContractedRate,DiscountedCashPrice,AetnaBetterHealthMedicaidHMO,AetnaCommercialHMOPOS,AetnaCommercialPPOOpenAccess,AetnaMedicaidHMO,AetnaMedicareAdvantageHMO,AetnaMedicareMedicareAdvantageHMO,AmbetterMedicaidHMO,BCBSCommercialHMOPOS,BlueCrossBlueShieldCommercialHMOPOS,BlueCrossBlueShieldCommercialPPOOpenAccess,BlueCrossBlueShieldIPACommercialHMOPOS,BlueCrossBlueShieldMedicaidMedicaidHMO,BlueCrossBlueShieldMedicareMedicareAdvantageHMO,CignaCommercialHMOPOS,CignaCommercialPPOOpenAccess,CignaMedicareAdvantageHMO,CountyCareMedicaidHMO,GEHACommercialHMOPOS,GenericCommercialother,HumanaCommercialHMOPOS,HumanaCommercialHMOPOS2nd,HumanaCommercialPPOOpenAccess,HumanaMedicareMedicareAdvantageHMO,IllinicareMedicaidHMO,MedicaidHMOOutofState,MedicaidMedicaid,MedicareAdvantageHMO,MedicareMedicare,MeridianMedicaidHMO,MolinaMedicaidHMO,OptumCommercialPPOOpenAccess,PhysiciansMutualCommercialother,TricareCommercialHMOPOS,Type,UHCCommercialother,UMRCommercialPPOOpenAccess,UMRCommercialPPOOpenAccess2nd,UnitedHealhCareCommercialOther,UnitedHealthCareCommercialHMOPOS,UnitedHealthCareCommercialPPOOpenAccess,UnitedHealthCareMedicaidMedicaidHMO,UnitedHealthCareMedicaidMedicaidHMO2nd,UnitedHealthCareMedicareAdvantageHMO,UnitedHealthCareMedicareMedicareAdvantageHMO,WellcareMedicareMedicareAdvantageHMO,WorkersComp
15,2,Loyola University Medical Center,93926,ULTRASOUND OF ONE LEG ARTERIES OR ARTERY GRAFTS,1062,1062,25.43,178.4,350.46,207.97,,51.03,,,,,,,113.36,127.43,,,,,,,,33.56,,,116.15,116.15,,,,,1062,28.99,207.97,25.43,,,Outpatient,,,,,,114.55,,,,114.55,,
15,2,Loyola University Medical Center,93930,ULTRASOUND OF ARM ARTERIES OR ARTERY GRAFTS,1527,158,63.79,110.9,503.91,,,,,,,,,,,63.79,,,,,,,,,,,,,,,,,,,158,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,93931,ULTRASOUND OF ONE ARM ARTERIES OR ARTERY GRAFTS,1191,158,26.15,111.11,393.03,,,,,,,,,,,72.79,158,,,,,,,140.16,,,,86.15,,,,,,,158,26.15,,,Outpatient,,,,,,136.55,,,,,,
15,2,Loyola University Medical Center,93970,ULTRASOUND STUDY OF ARM OR LEG VEINS WITH COMPRESSION AND MANEUVERS,2062.43,2060,37.9,475.83,680.6,187.38,,1297.8,,,242.11,,,,238.99,176.65,225.16,,,55.46,,,,952,,,245.5,135.95,,,,,2060,92.67,242.11,57.23,,,Outpatient,,666.77,,,,1877.8,37.9,,,121.62,127.7,
15,2,Loyola University Medical Center,93971,ULTRASOUND STUDY OF ONE ARM OR LEG VEINS WITH COMPRESSION AND MANEUVERS,1351.75,1303,23.39,307.41,446.08,198.07,,820.89,,,114.55,,,,113.12,138.64,143.14,,83.3,282.45,,61.87,,290.62,44.12,,1009.58,67.7,,,,,1303,39.41,197.02,23.39,,,Outpatient,,400.86,,,,986,,,,23.39,114.55,
15,2,Loyola University Medical Center,93975,COMPLETE ULTRASOUND OF ABDOMEN AND PELVIS ARTERY AND VEIN BLOOD FLOW,1994.64,1995,158,588.71,658.23,158,,1441.39,,,242.11,,,,239.29,422.45,158,,667.56,667.56,,,,,1496.25,,245.5,226.14,,,,,1995,158,158,180.62,,,Outpatient,,946.76,,,,952,,,,242.11,,
15,2,Loyola University Medical Center,93976,ULTRASOUND OF ABDOMEN AND PELVIS ARTERY AND VEIN BLOOD FLOW,1198,1198,24.17,287.63,395.34,67.73,,754.74,,,114.55,49.26,,,113.3,109.51,106.53,,219.61,115.63,,24.17,,521.98,690.62,,635.34,88.36,,,,,1198,81.51,168.39,40.7,,,Outpatient,,236.38,,,61.69,1047,80.49,,,89.93,,
15,2,Loyola University Medical Center,93978,"COMPLETE ULTRASOUND OF AORTA, VENA CAVA, GROIN VESSELS OR BYPASS GRAFTS",1640,1640,42.77,448.15,541.2,105.33,,,,,42.77,,,,239.6,197,,,,,,,,,,,245.5,181.64,,,,,1640,,131.67,,,,Outpatient,,952,,,,952,,,,242.11,,
15,2,Loyola University Medical Center,93979,"ULTRASOUND OF AORTA, VENA CAVA, GROIN VESSELS OR BYPASS GRAFTS",852,875,58.88,419.24,281.16,,,,,,,,,,,194.19,,,,,,,,,,,116.15,58.88,,,,,852,,,,,,Outpatient,,875,,,,,,,,,,
15,2,Loyola University Medical Center,93980,COMPLETE ULTRASOUND OF PENIS ARTERY AND VEIN BLOOD FLOW,1350,158,89.7,117.39,445.5,,,,,,,,,,113.36,108.5,,,,,,,,,,,,89.7,,,,,,,158,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,93981,ULTRASOUND OF PENIS ARTERY AND VEIN BLOOD FLOW,1004,0,0,0,331.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,93985,COMPLETE ULTRASOUND OF ARTERY AND VEIN BLOOD FLOW PRE-OP ASSESSMENT ON BOTH SIDES OF BODY FOR HEMODIALYSIS ACCESS,943,943,158,385.81,311.19,,,,,,,,,,,313.29,,,,239.6,,,,242.11,,,,247.68,,,,,943,,158,,,,Outpatient,,,,,,557,,,,,,
15,2,Loyola University Medical Center,93990,ULTRASOUND OF HEMODIALYSIS ACCESS,957,957,65.11,286.33,315.81,,,,,,,,,,,126.59,,,,,,,,81.28,,,,65.11,,,,,957,,158,,,,Outpatient,,501.75,,,,114.55,,,,,,
15,2,Loyola University Medical Center,94002,INITIAL HOSPITAL INPATIENT OR OBSERVATION VENTILATION ASSISTANCE AND MANAGEMENT,976.83,925,100.14,474.06,322.35,760.75,,,,,,,,,,159.07,,,,,,,,100.14,,,,100.14,,,,,925,,760.75,,,,Outpatient,,,,,,512.59,,,,,,
15,2,Loyola University Medical Center,94003,FOLLOW-UP INPATIENT OR OBSERVATION VENTILATION ASSISTANCE AND MANAGEMENT,1034,760.75,70.23,244.21,341.22,760.75,,,,,,,,,,70.89,,,,,,,,70.23,80.38,,,70.23,,,,,70.23,,760.75,,,,Outpatient,,,,,,70.23,,,,,,
15,2,Loyola University Medical Center,94010,TEST TO MEASURE EXPIRATORY AIRFLOW AND VOLUME,639.24,631,77.68,354.34,210.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,,77.68,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,94060,TEST TO MEASURE EXPIRATORY AIRFLOW AND VOLUME CHANGES BEFORE AND AFTER MEDICATION ADMINISTRATION,829.26,829,10.87,246.93,273.66,77.68,19.89,522.27,,,,,,,275.15,184.37,77.68,,242.35,,,,,,328.94,,457.03,187.63,,,,,829,,77.68,278.46,,,Outpatient,,205.72,,,,278.46,10.87,,,144.67,,
15,2,Loyola University Medical Center,94070,TEST TO MEASURE LUNG AIRWAY SENSITIVITY,1332,752.58,56.83,348.92,439.56,,,,,,,,,,,56.83,,,,752.58,,,,,,,,,,,,,,,237.36,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,94150,TEST TO MEASURE THE TOTAL VOLUME OF AIR THAT CAN BE EXHALED AFTER INHALING,186.75,0,0,0,61.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,94375,TEST TO MEASURE RATE OF AIRFLOW,322,322,15.05,153.32,106.26,63.73,,202.86,,,15.11,17.98,,,274.92,209.3,41.41,,,111.58,,,,180.64,237.64,,282.36,282.36,,,,,322,15.87,278.46,15.05,,,Outpatient,,162.14,,,,322,,,,15.11,15.87,
15,2,Loyola University Medical Center,94617,TEST FOR EXERCISE-INDUCED SPASM OF LUNG AIRWAYS,537,0,0,0,177.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,94618,TEST FOR EXERCISE-INDUCED LUNG STRESS,516,516,115.86,296.23,170.28,209.97,,325.08,,,,,,,115.86,335.4,,,,,,,,,,,393.19,121.01,,,,,516,,237.36,,,,Outpatient,,451,,,,435,,,,118.64,,
15,2,Loyola University Medical Center,94621,TEST FOR EXERCISE-INDUCED HEART AND LUNG STRESS,1367,1367,148.57,368.28,451.11,178.02,,,,,,,,,273.72,148.57,,,,,,,,,,,,213.72,,,,,1367,,237.36,278.46,,,Outpatient,,215.6,,,,478,,,,,292.38,
15,2,Loyola University Medical Center,94640,INHALATION TREATMENT FOR AIRWAY OBSTRUCTION OR SPUTUM PRODUCTION,392.63,258.61,26.24,199.74,129.57,240.23,,154.35,,,,,,,195.58,26.24,251.95,,,123.05,,251.46,,,186.55,,186.69,200.55,,,,,258.61,233.95,250.26,,,,Outpatient,,210.65,,,,226,,,,,,
15,2,Loyola University Medical Center,94642,INHALATION TREATMENT FOR PNEUMONIA,342,342,89.53,224.94,112.86,251.95,,215.46,,,,,,,195.72,89.53,251.95,,,,,,,,252.4,,200.55,200.95,,,,,342,251.95,251.95,,,,Outpatient,,,,,,222,,,,197.78,,
15,2,Loyola University Medical Center,94644,"INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION, FIRST HOUR",223.15,117.41,77.68,97.55,73.64,,,,,,,,,,117.41,,,,,,,,,,,,,,,,,,,,77.68,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,94645,"INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION, EACH ADDITIONAL HOUR",179,50.12,38.84,44.48,59.07,,,,,,,,,,50.12,,,,,,,,,,,,,,,,,,,,38.84,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,94660,THERAPY PROCEDURE USING A POSITIVE PRESSURE VENTILATOR,846,0,0,0,279.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,94664,EVALUATION OF USE OF BREATHING DEVICE,253.48,255,27.95,98.13,83.65,37.49,,,,,,,,,195.72,35.13,,,,,,,,,,,,,,,,,255,,37.49,,,,Outpatient,,,,,,27.95,,,,,,
15,2,Loyola University Medical Center,94667,INITIAL THERAPY SERVICE TO FACILITATE LUNG FUNCTION,231.86,251.95,25.76,191.17,76.51,251.95,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,251.95,,,,Outpatient,,,,,,25.76,,,,,,
15,2,Loyola University Medical Center,94668,FOLLOW-UP THERAPY SERVICE TO FACILITATE LUNG FUNCTION,202,188.96,22.14,126.26,66.66,188.96,,,,,,,,,,,,,,,,125.98,,,,,,,,,,,,,167.97,,,,Outpatient,,,,,,22.14,,,,,,
15,2,Loyola University Medical Center,94669,THERAPY PROCEDURE TO CLEAR AIRWAY USING AN INFLATABLE VEST,204,0,0,0,67.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,94726,TEST TO DETERMINE LUNG VOLUMES USING SENSORS,502.29,478,12.63,193.52,165.76,48.09,23.14,301.14,,,12.63,15.04,,,275.04,310.7,38.84,,,297.19,,,,92.74,197.56,,364.24,138.01,,,,,478,152.82,278.46,,,,Outpatient,,97.78,,,,451,152.51,,,145.55,,
15,2,Loyola University Medical Center,94729,TEST TO EXAMINE HOW WELL THE LUNGS EXCHANGE GASES,514.6,514,9.46,162.43,169.82,51.2,17.28,323.82,,,9.46,11.27,,,143.92,334.1,51.79,,,290.41,,,,435,207.27,,391.67,9.46,,,,,514,9.93,59.19,,,,Outpatient,,98.25,,,,271.7,9.46,,,9.46,,
15,2,Loyola University Medical Center,94760,TEST TO MEASURE OXYGEN LEVEL IN BLOOD USING EAR OR FINGER DEVICE,125,451,3.15,119.17,41.25,,,,,,,,,,35,5.59,,,,,,,,,,,95.25,3.15,,,,,125,,,,,,Outpatient,,,,,,451,,,,,,
15,2,Loyola University Medical Center,94761,TEST TO MEASURE OXYGEN LEVEL IN BLOOD USING EAR OR FINGER DEVICE MULTIPLE TIMES,319.08,318,7.95,208.07,105.3,,200.34,200.34,,,,,,,89.04,7.95,,,,,,,,318,242.32,,242.32,,,,,,318,,,,,,Outpatient,,144.34,,,,318,,,,,,
15,2,Loyola University Medical Center,94762,TEST TO MEASURE OXYGEN LEVEL IN BLOOD USING EAR OR FINGER DEVICE CONTINUOUSLY OVERNIGHT,355.81,338,55.56,140.2,117.42,77.68,,,,,,,,,145.38,55.56,,,,,,,,,,,,,,,,,338,,77.68,,,,Outpatient,,,,,,146.9,,,,,,
15,2,Loyola University Medical Center,95004,TEST FOR ALLERGY USING ALLERGENIC EXTRACT,13.04,292.25,1.43,36.87,4.3,1.43,,7.56,,,,,,,13.28,8.96,1.87,,6.92,,,,,12.11,,,9.14,9.71,,,,,4.61,,2.01,,,,Outpatient,,292.25,,,,109.4,,,,,,
15,2,Loyola University Medical Center,95018,TEST FOR ALLERGY USING COMBINATION OF METHODS WITH DRUG OR BIOLOGICAL,91,455,1.82,86.23,30.03,2,,455,,,,,,,35.25,9.63,,,,,,,,,,,,13.7,,,,,,,1.82,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95024,TEST FOR ALLERGY USING ALLERGENIC EXTRACT INJECTED INTO SKIN,11.58,1.44,1.44,1.44,3.82,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95044,TEST FOR ALLERGY USING SKIN PATCH,18,18,6.97,14.32,5.94,,,,,,,,,,,6.97,,,,,,,,,,,,,,,,,18,,18,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95076,"TEST FOR ALLERGY USING INGESTED ITEMS, INITIAL 2 HOURS",555.51,625.51,458,528.15,183.32,,,,,,,,,,508.28,,,,,,,,,,,,,520.8,,,,,,,625.51,,,,Outpatient,,,,,,458,,,,,,
15,2,Loyola University Medical Center,95115,PROFESSIONAL SERVICE FOR SINGLE INJECTION OF ALLERGEN,37.43,25.53,12.82,19.28,12.35,,,,,,,,,,,12.82,,,,,,,,,,,,,,,,,,,25.53,,,,Outpatient,,,,,,19.5,,,,,,
15,2,Loyola University Medical Center,95117,PROFESSIONAL SERVICE FOR MULTIPLE INJECTIONS OF ALLERGEN,43.93,42.11,19.98,29.29,14.5,25.31,26.46,28.19,,,,,,,41.64,19.98,25.53,,,,,,,19.98,,,,35.75,,,,,42,25.53,26.22,,,,Outpatient,,22.01,,,,42.11,,,,,,
15,2,Loyola University Medical Center,95145,PROFESSIONAL SERVICE FOR PREPARATION AND PROVISION OF 1 STINGING INSECT VENOM,50,0,0,0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95146,PROFESSIONAL SERVICE FOR PREPARATION AND PROVISION OF 2 STINGING INSECT VENOM,50,50,50,50,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95147,PROFESSIONAL SERVICE FOR PREPARATION AND PROVISION OF 3 STINGING INSECT VENOM,56,56,56,56,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95165,PROFESSIONAL SERVICE FOR PREPARATION AND PROVISION OF 1 OR MORE ANTIGENS,17.48,200.4,4.09,29.05,5.77,6.25,10.71,10.71,,,,,,,17.64,4.09,,,,,,,,4.34,,,,,,,,,17,,10.35,,,,Outpatient,,200.4,,,,8.98,,,,,,
15,2,Loyola University Medical Center,95180,INJECTION FOR RAPID DESENSITIZATION TO ALLERGEN,140,140,13.65,65.58,46.2,20.48,,88.2,,,,,,,140,,,,,,,,,,,,,,,,,,,,13.65,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95249,CONTINUOUS MONITORING OF BLOOD SUGAR LEVEL IN TISSUE FLUID USING SENSOR UNDER SKIN,282,59.92,59.92,59.92,93.06,,,,,,,,,,,,,,,,,,,,,,,59.92,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95250,CONTINUOUS MONITORING OF BLOOD SUGAR LEVEL IN TISSUE FLUID USING SENSOR UNDER SKIN WITH PROVIDER SUPPLIED EQUIPMENT,563,0,0,0,185.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95700,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), CONTINUOUS",655.94,504.78,269,320.89,216.46,269,,,,,,,,,273.72,326.5,,,,,,,,,,,,282.36,,,,,,,269,,,,Outpatient,,504.78,,,,,,,,,,
15,2,Loyola University Medical Center,95705,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), 2-12 HOURS",663.39,282.36,229.94,265.18,218.92,269,,,,,,,,,275.58,229.94,,,,,,,,,,,,282.36,,,,,,,269,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95706,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), 2-12 HOURS WITH INTERMITTENT MONITORING",633,380.75,380.75,380.75,208.89,,,,,,,,,,,380.75,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95708,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), 12-26 HOURS",1214,1498.74,462.71,657.22,400.62,476.39,,,,,,,,,508.28,462.71,,,,,,,,1498.74,,,,520.8,,,,,,,476.39,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95709,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), 12-26 HOURS WITH INTERMITTENT MONITORING",1214,0,0,0,400.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95711,"MEASUREMENT OF BRAIN WAVE ACTIVITY WITH VIDEO (VEEG), 2-12 HOURS",653.4,0,0,0,215.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95712,"MEASUREMENT OF BRAIN WAVE ACTIVITY WITH VIDEO (VEEG), 2-12 HOURS WITH INTERMITTENT MONITORING",645,269,269,269,212.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95713,"MEASUREMENT OF BRAIN WAVE ACTIVITY WITH VIDEO (VEEG), 2-12 HOURS WITH CONTINUOUS MONITORING",1214,968.09,269,504.96,400.62,269,,,,,,,,,508.28,730.54,,,,,,,,,,,,520.8,,,,,,269,269,,,,Outpatient,,968.09,,,,,,,,,,
15,2,Loyola University Medical Center,95714,"MEASUREMENT OF BRAIN WAVE ACTIVITY WITH VIDEO (VEEG), 12-26 HOURS",1214,476.39,476.39,476.39,400.62,476.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95715,"MEASUREMENT OF BRAIN WAVE ACTIVITY WITH VIDEO (VEEG), 12-26 HOURS WITH INTERMITTENT MONITORING",1214,730.54,476.39,545.34,400.62,476.39,,,,,,,,,498.02,730.54,,,,,,,,,,,,,,,,,,476.39,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95716,"MEASUREMENT OF BRAIN WAVE ACTIVITY WITH VIDEO (VEEG), 12-26 HOURS WITH CONTINUOUS MONITORING",2272,1811.78,476.39,940.82,749.76,476.39,,,,,,,,,957.99,,,,,,,,,,,,,981.57,,,,,,,476.39,,,,Outpatient,,1811.78,,,,,,,,,,
15,2,Loyola University Medical Center,95800,"SLEEP STUDY INCLUDING HEART RATE, BREATHING, AND SLEEP TIME",307.16,797.09,65.47,295.38,101.36,733.53,,176.89,,,,,,,145.26,268.25,197.45,,,65.47,,,,167.22,,,335,103.88,,,,,279,797.09,386.43,,,,Outpatient,,176.78,,,,303,,,,,,
15,2,Loyola University Medical Center,95805,"SLEEP STUDY, MULTIPLE TRIALS",2742,797.09,373.26,655.81,904.86,797.09,,,,,,,,,,373.26,,,,,,,,,,,,,,,,,,,797.09,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95806,"SLEEP STUDY INCLUDING HEART RATE, BREATHING, AIRFLOW, AND EFFORT",744,797.09,96.98,379.45,245.52,797.09,,,,,,,,,145.38,96.98,136.62,,,,,,,,336.34,,,104.03,,,,,744,,751.58,,,,Outpatient,,,,,,303,,,,,,
15,2,Loyola University Medical Center,95810,SLEEP STUDY IN SLEEP LAB (6 YEARS OR OLDER),5572,5572,188.17,1164.6,1838.76,673.4,,726.79,,,,,,,957.99,628.99,,,,188.17,,,,,,,,725.12,,,,,5572,,797.09,,,,Outpatient,,604.98,,,,968.02,,,,968.02,,
15,2,Loyola University Medical Center,95811,SLEEP STUDY IN SLEEP LAB WITH CONTINUOUS AIRWAY PRESSURE (6 YEARS OR OLDER),7020,7020,129.01,1275.82,2316.6,797.09,,,,,968.02,,,,957.99,615.76,900.26,,,195.05,,,,129.01,,,,685.75,,,,,7020,,797.09,,,,Outpatient,,,,,,968.02,,,,,,
15,2,Loyola University Medical Center,95812,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), 41-60 MINUTES",1256,545.1,102.9,307.86,414.48,,,,,,,,,,275.58,545.1,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,102.9,,,,,,,,,,
15,2,Loyola University Medical Center,95813,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), 61-119 MINUTES",1731,92.12,92.12,92.12,571.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.12,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95816,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), AWAKE AND DROWSY",1163.59,1166,34.79,300.98,383.98,269,,,,,,,,,274.54,255.38,269,,,,,34.79,,60.17,,,,283.19,,,,,1166,60.17,269,60.17,,,Outpatient,,632.83,,,,278.46,,,,,,
15,2,Loyola University Medical Center,95819,"MEASUREMENT OF BRAIN WAVE ACTIVITY (EEG), AWAKE AND ASLEEP",1233.03,1184,34.99,317.13,406.9,244.37,,111.98,,,,,,,275.65,308.41,269,,,735.63,,,,60.53,,,,141.03,,,,,1184,34.99,269,60.53,,,Outpatient,,102.9,,,,641.83,,,,,,
15,2,Loyola University Medical Center,95860,"NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN ARM OR LEG MUSCLES, 1 EXTREMITY",567,341.08,53.88,159.48,187.11,341.08,,,,,,,,,117.41,101.97,,,,119.76,,,,80.36,,,,120.3,,,,,,,341.08,53.88,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95861,"NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN ARM OR LEG MUSCLES, 2 EXTREMITIES",605,341.08,1.66,138.87,199.65,,,,,,,,,,,177.85,,,,,,,,,,,,1.66,,,,,,,341.08,86.88,,,Outpatient,,,,,,86.88,,,,,,
15,2,Loyola University Medical Center,95863,"NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN ARM OR LEG MUSCLES, 3 EXTREMITIES",676,0,0,0,223.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95864,"NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN ARM OR LEG MUSCLES, 4 EXTREMITIES",744,0,0,0,245.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95867,NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN MUSCLES ON SIDE OF BODY,284.85,341.08,25.94,136.21,94,341.08,,,,,,,,,270,61.3,25.94,,66.48,117.15,,,,60.9,,,,44.32,,,,,270,25.94,341.08,44.32,,,Outpatient,,136.69,,,,101.75,,,,,,
15,2,Loyola University Medical Center,95868,NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN MUSCLES ON BOTH SIDES OF BODY,582,341.08,38.15,230.01,192.06,341.08,,,,,,,,,275.58,,,,,99.3,,,,,,,,284.86,,,,,,38.15,341.08,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95869,NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN MIDDLE SPINE MUSCLES,166.33,0,0,0,54.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95870,"NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN ARM, LEG, TRUNK OR HEAD MUSCLES, LIMITED STUDY",192.9,341.08,117.41,229.25,63.66,,,,,,,,,,117.41,,,,,,,,,,,,,,,,,,,,341.08,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95874,NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN MUSCLE WITH INJECTION OF CHEMICAL FOR PARALYSIS OF NERVE MUSCLE,187.58,112.77,20.46,44.21,61.9,,,112.77,,,,,,,28.11,63,,,,,,,,,,,,20.46,,,,,20.46,,,,,,Outpatient,,,,,,20.46,,,,,,
15,2,Loyola University Medical Center,95885,"NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN ARM OR LEG MUSCLES, LIMITED STUDY",518,518,11.21,150.08,170.94,213.18,,,,,,,,,145.04,63.57,11.21,,,,,,,29.34,,,,34.74,,,,,518,,341.08,,,,Outpatient,,89.2,,,,186.09,,,,19.4,,
15,2,Loyola University Medical Center,95886,"NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN ARM OR LEG MUSCLES, COMPLETE STUDY",564,564,40.99,219.12,186.12,298.45,,222.26,,,,,,,157.92,82.79,90.4,,,236.32,,,,360.25,,,,53.35,,,,,564,341.08,341.08,48.21,,,Outpatient,,132.41,,,,317.33,,,,40.99,,
15,2,Loyola University Medical Center,95887,NEEDLE MEASUREMENT OF ELECTRICAL ACTIVITY IN TRUNK OR HEAD MUSCLES,350,67.38,40.08,54.46,115.5,,,,,,,,,,,55.91,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,67.38,,,,40.08,,,,,,
15,2,Loyola University Medical Center,95905,NERVE CONDUCTION STUDY OF ARM OR LEG MOVEMENT AND/OR FEELING WITH REVIEW AND REPORT,438,438,282.6,360.3,144.54,,,,,,,,,,282.6,,,,,,,,,,,,,,,,,,438,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95907,"NERVE CONDUCTION, 1-2 STUDIES",299,145.38,70.91,108.15,98.67,,,,,,,,,,145.38,70.91,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
15,2,Loyola University Medical Center,95908,"NERVE CONDUCTION, 3-4 STUDIES",498,341.08,144.38,263.09,164.34,341.08,,,,,,,,,274.84,187.45,258.97,,,,,,,,,,,144.38,,,,,,,341.08,278.46,,,Outpatient,,,,,,278.46,,,,,,
15,2,Loyola University Medical Center,95909,"NERVE CONDUCTION, 5-6 STUDIES",537.06,524,71.81,251.06,177.23,341.08,,243.2,,,,,,,275.58,195,,,,310.75,,,,84.47,,,,200.63,,,,,524,,341.08,,,,Outpatient,,146.6,,,,278.46,,,,71.81,,
